;ID;Mu_max_KO;Mu_max_WT;Relative_Mu
YBR263W_m;YBR263W_m;0,1162513828554097;0,11636502057081088;0,9990234375
YPR184W_m;YPR184W_m;0,11636502057081088;0,11636502057081088;1,0
YOL033W_m;YOL033W_m;0,05782779470672824;0,11636502057081088;0,496951699256897
YOR040W_m;YOR040W_m;0,11636502057081088;0,11636502057081088;1,0
YPL091W_m;YPL091W_m;0,11636502057081088;0,11636502057081088;1,0
YPL059W_m;YPL059W_m;5,811521995239879e-09;0,11636502057081088;4,994217305795456e-08
YDR234W_m;YDR234W_m;4,322234816430001e-10;0,11636502057081088;3,7143763608925916e-09
YDL131W_m;YDL131W_m;0,11636502057081088;0,11636502057081088;1,0
YPL252C_m;YPL252C_m;1,3871791430808411e-06;0,11636502057081088;1,1920928955078125e-05
YIL094C_m;YIL094C_m;4,3264681512015877e-10;0,11636502057081088;3,7180143396862367e-09
YPR033C_m;YPR033C_m;0,05782779470672824;0,11636502057081088;0,496951699256897
YHR011W_m;YHR011W_m;0,05782779470672824;0,11636502057081088;0,496951699256897
YGR102C_m;YGR102C_m;0,05782779470672824;0,11636502057081088;0,496951699256897
YBL080C_m;YBL080C_m;0,05782779470672824;0,11636502057081088;0,496951699256897
YMR293C_m;YMR293C_m;0,05782779470672824;0,11636502057081088;0,496951699256897
YLR342W_m;YLR342W_m;0,11591046970920615;0,11636502057081088;0,99609375
YML110C_m;YML110C_m;0,11636502057081088;0,11636502057081088;1,0
YOR374W_m;YOR374W_m;0,1162513828554097;0,11636502057081088;0,9990234375
YER073W_m;YER073W_m;0,11636502057081088;0,11636502057081088;1,0
YPL028W_m;YPL028W_m;0,11568319427840379;0,11636502057081088;0,994140625
YMR207C_m;YMR207C_m;0,11636502057081088;0,11636502057081088;1,0
YER069W_m;YER069W_m;1,6377925577943466e-08;0,11636502057081088;1,4074612368565782e-07
YMR062C_m;YMR062C_m;1,6364378908516764e-08;0,11636502057081088;1,4062970838009392e-07
YJL071W_m;YJL071W_m;0,11636502057081088;0,11636502057081088;1,0
YCL009C_m;YCL009C_m;7,58613585151934e-09;0,11636502057081088;6,519257947368294e-08
YMR108W_m;YMR108W_m;7,58613585151934e-09;0,11636502057081088;6,519257947368294e-08
